ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA,CGPA_Binned,Cluster,Cluster_Optimized,PC1,PC2
52356.0,6,1,2010.0,2.26,1.6,1.87,2.52,2.35,1.72,1,0,0,-4.498964979433819,-0.7389394362090645
93497.0,6,1,2010.0,2.45,3.0,1.6900000000000002,2.45,2.59,2.85,1,0,0,-3.1433966779304923,-1.7454425267061393
23486.0,6,1,2010.0,3.42,3.34,2.52,3.46,3.81,3.48,1,2,2,-0.4068991568361621,-1.1305905805909466
68447.0,6,1,2010.0,4.62,4.18,4.58,4.57,4.86,3.57,0,1,1,3.2143074273487917,-1.5752151395275942
92340.0,6,0,2010.0,3.91,3.58,3.38,4.09,4.17,2.85,0,2,2,0.8175120709718687,-1.4563084186340454
24646.0,6,1,2010.0,2.94,3.25,2.3,2.39,2.52,2.57,1,0,0,-2.480732095937019,-0.8836489817971148
38940.0,6,1,2010.0,2.62,2.72,2.34,2.33,2.68,2.19,1,0,0,-3.0779816831607043,-0.842730058463294
56998.0,6,0,2010.0,3.06,2.91,2.64,2.63,3.47,3.47,1,0,0,-1.4446440624997996,-1.6783089651428318
59256.0,6,1,2010.0,2.41,3.13,2.42,1.84,1.76,2.92,1,0,0,-3.400255050824912,-1.6820124195979365
51758.0,6,1,2010.0,3.33,3.49,2.74,2.7,3.32,3.04,1,2,2,-1.0707787561440316,-1.3458912825115332
86812.0,6,1,2011.0,1.97,2.8,2.1,0.9900000000000002,2.15,2.08,1,0,0,-4.608226154590326,-0.8502263933009468
96892.0,6,1,2010.0,2.56,2.28,2.14,1.87,2.68,4.2,1,0,0,-2.9680147195998843,-2.730235230301058
69098.0,6,1,2011.0,2.05,2.67,1.98,1.72,2.52,2.73,1,0,0,-3.8838089623088887,-0.9079855755080086
47843.0,6,1,2010.0,2.9,3.3,2.96,2.21,2.65,3.02,1,0,0,-1.9626642058280015,-1.4945948281382118
96047.0,6,1,2013.0,2.68,3.53,1.6700000000000002,1.85,2.56,3.48,1,0,0,-2.7327651652971308,-0.19218250239226942
57677.0,6,1,2012.0,2.42,2.8,2.28,1.84,2.71,2.68,1,0,0,-3.2279406964195,-0.06428436395730541
50688.0,6,1,2010.0,3.6,4.02,3.74,3.32,3.1,2.58,0,2,2,0.01051395882701203,-1.1101845835749171
91219.0,6,1,2010.0,3.82,3.89,3.52,3.36,3.72,3.93,0,2,2,0.8155736442786443,-2.2421846268031653
59290.0,6,1,2010.0,3.41,3.96,2.9,3.2,3.66,3.75,1,2,2,0.04710806946092478,-1.7521051236750782
95187.0,6,1,2010.0,3.69,3.8,2.96,3.96,3.83,2.34,0,2,2,0.11834604227844382,-1.1873296117439187
83557.0,6,1,2014.0,2.21,2.73,1.92,1.56,2.42,2.41,1,0,0,-3.9917152072981,1.1061664459050367
70735.0,6,1,2010.0,4.31,3.96,4.32,4.29,3.93,3.82,0,1,1,2.1874973658023222,-1.898183525049214
42220.0,6,1,2011.0,2.1,2.35,1.96,1.1,2.21,3.13,1,0,0,-4.369084327282617,-0.9732138560699304
94075.0,6,1,2010.0,3.5,3.48,3.52,3.36,3.24,2.68,0,2,2,-0.36942312089192914,-1.6205654072835234
60969.0,6,1,2010.0,4.22,3.7,3.78,4.67,4.28,3.52,0,1,1,1.9349897930379978,-1.4710901919236097
24614.0,6,1,2010.0,2.71,2.58,2.48,1.88,3.41,3.75,1,0,0,-2.269175138016827,-1.5976821433572765
36772.0,6,1,2010.0,3.9,4.02,3.6,3.9,3.66,3.06,0,2,2,0.9108273115423308,-1.0763747693721375
30201.000000000004,6,1,2012.0,2.27,2.33,1.6099999999999999,1.95,1.5499999999999998,2.58,1,0,0,-4.573210995165843,0.2095507583770957
71947.0,6,1,2010.0,3.09,2.7,2.84,2.94,3.1,2.41,1,0,0,-1.8740524478798013,-1.2514912352986611
60186.0,6,1,2011.0,2.18,2.02,1.8,1.71,2.48,2.81,1,0,0,-4.267651926641614,-0.8639792513037651
25083.0,6,1,2010.0,3.19,3.36,2.63,2.81,3.48,3.05,1,2,2,-1.1576954604567775,-1.028789433983608
59488.0,6,1,2011.0,3.63,3.6,3.17,3.28,4.38,2.92,0,2,2,0.2616113140031227,-0.525386098445715
72247.0,6,0,2011.0,3.88,4.06,3.35,4.0,4.14,2.85,0,2,2,1.012000895431569,-0.5648925472982785
58335.0,6,1,2011.0,2.77,2.94,1.94,2.76,3.24,3.04,1,0,0,-2.2279229580180426,-0.7120324244971651
54760.0,6,1,2011.0,2.8,3.11,2.58,2.82,3.38,3.21,1,0,0,-1.5789458406165797,-0.8242977663679151
42419.0,6,1,2011.0,2.74,3.47,2.22,2.0,3.42,3.13,1,0,0,-2.03646537189117,-0.6649687151251475
23767.0,6,1,2011.0,2.74,3.02,1.96,2.63,3.52,2.97,1,0,0,-2.1309566617956706,-0.2717310670383765
68028.0,6,1,2014.0,2.42,2.98,2.19,1.59,1.7199999999999998,2.59,1,0,0,-3.8340019404698125,1.0652075397803005
35325.0,6,1,2011.0,3.32,3.49,3.02,3.16,3.87,3.13,1,2,2,-0.34848994249187476,-0.4733546166736757
42996.0,6,1,2013.0,3.69,3.51,3.24,3.74,4.21,2.42,0,2,2,0.2708930319671537,1.298140227396944
73835.0,6,1,2011.0,4.65,4.45,4.42,4.86,4.9,4.22,0,1,1,3.726566821112701,-1.2915774822701755
31373.0,6,0,2011.0,4.5,4.26,4.22,4.45,4.86,4.38,0,1,1,3.23726589997669,-0.9670296345571754
23879.0,6,1,2012.0,3.48,3.31,2.43,3.3,3.81,3.28,1,2,2,-0.5654487074634337,0.3083878450662388
40593.0,6,1,2012.0,4.28,4.11,3.71,4.51,4.62,3.05,0,1,1,2.12325475198041,0.418521282170135
38697.0,6,1,2012.0,4.57,4.43,4.35,4.56,4.66,3.21,0,1,1,2.9769826363734073,0.30155743312133004
34032.0,6,1,2012.0,3.14,3.26,2.85,3.53,2.94,3.05,1,2,2,-1.0238374460807211,0.16937630499810408
64900.0,6,1,2012.0,3.25,3.43,2.43,3.19,3.79,3.28,1,2,2,-0.7258743058306034,-0.1597618609184183
42472.0,6,1,2012.0,3.63,3.43,2.85,3.91,4.03,3.05,0,2,2,0.1798920983529172,0.2989661612332162
25421.0,6,1,2012.0,2.45,2.85,2.13,2.18,2.52,2.59,1,0,0,-3.2211354299516533,0.3750410084046065
35378.0,6,1,2013.0,3.59,3.6,2.8,3.58,3.96,2.5,0,2,2,-0.17561219775191644,1.3377416013074814
65303.0,6,1,2012.0,3.49,4.02,2.84,3.25,3.38,2.58,1,2,2,-0.4372847669601504,0.1969971666453199
67051.0,6,1,2012.0,3.79,4.0,3.14,3.71,4.0,3.48,0,2,2,0.8270854270049042,-0.2553526018705298
36946.0,6,0,2012.0,3.95,3.74,3.18,4.07,4.55,2.19,0,2,2,0.7980716704470685,0.9530752734804132
53176.0,6,1,2012.0,2.91,2.83,2.63,2.57,3.07,3.13,1,0,0,-1.9451693176459648,-0.1763533902085066
23774.0,6,1,2013.0,2.68,2.55,1.7100000000000002,2.63,3.11,2.41,1,0,0,-2.9894977663396682,1.3451581990055017
69031.0,6,1,2012.0,3.72,3.87,3.14,3.46,4.14,3.59,0,2,2,0.6921117705775741,-0.3612147474227553
82585.0,6,1,2012.0,3.59,4.06,3.11,3.4,3.62,2.95,0,2,2,0.14734675900874905,-0.19332361186102262
85049.0,6,1,2012.0,3.49,3.94,3.1,2.77,3.7,2.86,1,2,2,-0.30761919871873517,-0.2324855084648528
47393.0,6,1,2012.0,2.91,3.34,2.35,2.16,2.6,2.73,1,0,0,-2.4128027664012177,0.08058710214662027
78713.0,6,1,2012.0,2.34,3.11,2.15,1.79,2.42,2.71,1,0,0,-3.3461838912106585,-0.32863828529577516
31003.0,6,1,2012.0,3.74,3.98,3.2,3.4,4.03,3.05,0,2,2,0.5158832502653905,0.3547542377323218
80147.0,6,1,2012.0,3.8,3.85,3.19,3.93,4.1,2.95,0,2,2,0.7373033875812314,-0.054107149493079244
33831.0,6,1,2012.0,3.32,4.13,3.03,2.76,3.68,3.4,1,2,2,-0.15942394295828785,0.002623780224529069
86142.0,6,1,2012.0,2.25,3.06,2.09,1.56,1.94,2.58,1,0,0,-3.8909722242391775,-0.41895652111110127
38726.0,6,1,2012.0,2.69,3.19,2.03,2.02,2.97,3.44,1,0,0,-2.4382215831962353,-0.19702871741888522
56412.0,6,1,2012.0,3.08,3.43,2.71,2.39,3.61,3.83,1,2,2,-0.9762312304228646,-0.5545699560958327
54186.0,6,0,2012.0,4.09,3.77,3.13,4.24,4.76,3.75,0,1,1,1.668012081005394,-0.11240362330847048
86213.0,6,1,2012.0,2.69,3.17,1.92,2.46,3.48,3.05,1,0,0,-2.173228480698289,-0.34996437840044503
74310.0,6,1,2012.0,2.67,2.74,2.71,2.54,2.52,2.43,1,0,0,-2.690719845049006,-0.08866702649330438
41955.0,6,1,2012.0,4.0,4.17,4.04,3.53,3.83,2.58,0,1,1,1.0602616019454842,0.4210549068394065
26232.0,6,1,2012.0,3.07,3.53,2.88,2.84,2.84,2.86,1,0,0,-1.3710515970341883,0.28577623481286646
59442.0,6,0,2012.0,2.81,3.68,1.7,2.51,3.26,2.97,1,0,0,-2.036082663053242,0.02370676006847269
39065.0,6,1,2012.0,4.47,4.11,4.12,4.56,4.83,3.3,0,1,1,2.7162949888374834,0.2755284315825085
38380.0,6,1,2012.0,3.5,4.04,2.55,3.42,3.9,2.95,0,2,2,-0.07851193368314112,0.39279651614797195
28743.0,6,1,2012.0,3.71,3.34,3.13,3.8,4.19,3.83,0,2,2,0.6658984046595396,-0.04815859662810005
30500.000000000004,6,1,2012.0,3.51,3.64,2.86,3.61,3.86,2.77,0,2,2,-0.12118647197763335,0.5443329591035961
37185.0,6,1,2012.0,3.12,3.3,2.57,2.94,3.39,2.92,1,2,2,-1.282413302246215,0.24703082265391893
57265.0,6,1,2012.0,2.98,3.4,2.62,2.53,2.74,2.95,1,0,0,-1.8345844126466435,-0.1294133355254337
27946.0,6,1,2012.0,4.18,4.19,3.79,4.38,4.23,2.73,0,1,1,1.7547249650946328,0.6705735442538376
88677.0,6,1,2012.0,2.68,3.06,2.29,2.56,2.63,2.63,1,0,0,-2.5927569990815913,-0.2791750736163067
73002.0,6,1,2012.0,3.79,3.7,3.29,3.98,4.07,2.73,0,2,2,0.6268935172759703,0.13720073744741318
61270.0,6,1,2013.0,4.06,4.29,3.9,3.81,4.34,3.89,0,1,1,2.008168107713819,0.20929430922890374
82842.0,6,1,2013.0,3.74,4.07,3.69,3.47,3.9,2.29,0,2,2,0.5297888158060633,0.8431956348415911
49809.0,6,0,2013.0,3.66,3.51,3.28,3.39,4.07,2.97,0,2,2,0.2287333453829358,0.8297404344173863
79970.0,6,1,2013.0,3.41,4.07,3.2,2.53,3.9,3.3,1,2,2,-0.06760932927230397,0.2096190687371575
91217.0,6,1,2013.0,2.6,2.91,2.68,2.16,2.9,2.29,1,0,0,-2.6914108248804904,0.4922174359099344
52379.0,6,1,2013.0,3.07,3.33,2.92,2.93,2.72,2.34,1,0,0,-1.669822911445644,0.9575807470839239
52857.0,6,1,2013.0,3.29,3.73,2.93,2.77,3.86,2.5,1,2,2,-0.6985968156197866,1.0194952860470707
29071.0,6,1,2013.0,3.1,3.69,2.93,2.19,4.17,2.27,1,2,2,-1.0665217603672297,1.3828491398281229
62509.0,6,1,2013.0,4.45,4.67,4.16,4.55,4.59,3.59,0,1,1,3.037280826948331,0.4948794743240739
25804.0,6,1,2013.0,4.12,4.38,3.59,4.05,4.28,3.26,0,1,1,1.7832360229441826,1.0397785547225205
92649.0,6,1,2013.0,3.76,3.81,3.33,3.49,4.41,1.74,0,2,2,0.2602520435324198,1.174060761311283
82371.0,6,1,2013.0,4.7,4.69,4.57,4.74,4.76,3.05,0,1,1,3.4319410189737893,0.6095980023996024
78051.0,6,1,2013.0,4.04,4.27,3.53,3.62,4.41,2.5,0,1,1,1.187965902179056,0.8995427107989932
87285.0,6,1,2013.0,3.04,3.47,3.24,2.47,3.03,2.11,1,2,2,-1.589061107120826,0.6718707462298276
30396.0,6,1,2013.0,3.7,4.02,3.49,3.19,4.07,3.83,0,2,2,0.8968970453084243,0.49899444127913944
77710.0,6,1,2013.0,2.62,3.27,2.85,2.04,2.65,3.75,1,0,0,-2.012311762220996,-0.2916059983793655
54595.0,6,0,2013.0,3.34,3.2,2.96,3.02,4.0,2.95,1,2,2,-0.5847061568731399,0.7499467080604909
76723.0,6,1,2013.0,4.93,4.96,4.92,4.93,4.97,4.44,0,1,1,4.677479638156592,-0.138467299997335
27008.0,6,1,2013.0,3.0,3.53,3.37,2.2,3.09,2.5,1,0,0,-1.4586313193798777,1.054425640158453
66793.0,6,1,2013.0,4.75,4.67,4.63,4.81,4.83,4.02,0,1,1,3.9293921211470266,0.20529333201934385
34046.0,6,0,2013.0,3.75,3.49,3.47,3.86,3.94,3.68,0,2,2,0.8255115019886354,0.5858274366989253
67596.0,6,0,2013.0,3.97,3.87,3.76,3.8,4.24,2.81,0,1,1,1.1566896564013773,0.7711731261807483
82670.0,6,0,2014.0,3.3,2.25,2.98,3.07,3.23,2.66,1,0,0,-1.6345684229870614,1.1383350343354612
35726.0,6,1,2013.0,2.58,3.04,2.65,1.51,2.9,2.07,1,0,0,-3.0515626990798332,1.1668690690203056
60649.0,6,1,2013.0,3.12,3.53,2.91,2.22,4.17,2.4,1,2,2,-1.096499956967955,0.9611557711159169
79339.0,6,1,2013.0,3.79,4.13,3.71,3.48,4.15,2.58,0,2,2,0.8574753358659252,0.7437212734679327
86025.0,6,1,2013.0,3.76,4.02,3.43,3.64,3.9,2.36,0,2,2,0.48007243814106626,0.8172361869840856
36782.0,6,1,2013.0,3.53,3.29,3.05,3.09,4.41,2.64,0,2,2,-0.21354307175974066,1.195602592529514
75800.0,6,0,2013.0,3.88,3.51,3.4,3.43,4.52,2.97,0,2,2,0.7028976969091342,0.6085027107923469
44424.0,6,1,2013.0,4.61,4.58,4.18,4.79,4.86,2.47,0,1,1,2.9498695962288832,1.4305025936277378
42675.0,6,1,2013.0,4.06,4.24,3.6,3.5,4.52,3.91,0,1,1,1.7582535000982111,0.4267085571250952
75819.0,6,1,2013.0,3.94,4.31,3.39,4.02,4.28,3.68,0,1,1,1.6428988805474278,0.2523129046656607
42576.0,6,1,2013.0,3.62,3.56,2.92,3.26,4.07,3.33,0,2,2,0.09843348470820068,0.7240971799267135
29972.0,6,1,2014.0,2.18,3.42,2.08,2.0,2.16,2.01,1,0,0,-3.580995404970627,1.9504943009827544
38784.0,6,1,2013.0,2.75,3.24,3.07,1.9,2.91,3.33,1,0,0,-1.9033159450511978,0.3816886520348365
27405.0,6,1,2013.0,3.02,2.2699999999999996,2.36,2.76,4.32,2.23,1,0,0,-1.9147311723366445,1.5114581254323942
68101.0,6,1,2013.0,3.3,3.73,2.98,2.96,3.66,4.1,1,2,2,-0.07052404633975623,-0.12251689682939984
65727.0,6,1,2013.0,4.04,4.27,3.82,3.76,4.17,2.66,0,1,1,1.3574078827498268,0.8825525403313871
48948.0,6,0,2013.0,4.44,4.53,4.33,4.21,4.62,3.31,0,1,1,2.784729624873219,0.7497081198853038
84566.0,6,1,2013.0,4.14,3.78,3.84,4.18,4.52,2.97,0,1,1,1.6652568728420563,0.5635714976777069
52491.0,6,1,2013.0,4.33,4.51,4.08,4.24,4.72,3.91,0,1,1,2.850486360685402,0.39121739121071225
39135.0,6,1,2013.0,4.36,4.16,4.21,4.38,4.72,3.54,0,1,1,2.6739593037959324,0.7434758478355029
70139.0,6,1,2013.0,4.58,4.71,4.47,4.43,4.52,2.66,0,1,1,2.875038628284046,0.9194744109033016
42515.0,6,0,2013.0,3.92,3.53,3.43,4.02,4.48,2.88,0,2,2,1.0063777993474496,1.0815120717241051
86402.0,6,1,2013.0,2.67,3.18,3.03,1.73,2.71,3.28,1,0,0,-2.2322980077538177,-0.15245987276606424
78099.0,6,1,2013.0,3.08,2.69,3.33,2.29,3.59,2.34,1,0,0,-1.670782378876866,0.6437754684104213
34874.0,6,1,2013.0,2.64,3.56,2.49,1.86,3.4,3.05,1,0,0,-1.9871026304176318,0.736815306938295
25284.0,6,1,2013.0,4.3,4.31,4.0,4.19,4.76,3.28,0,1,1,2.4298156002021476,1.0661491950769437
71608.0,6,0,2013.0,3.97,3.82,3.81,3.98,4.17,3.52,0,1,1,1.477608700608668,0.300920369030004
50000.0,6,1,2014.0,4.18,4.58,3.63,4.02,4.14,2.15,0,1,1,1.4642124032655837,2.094302528522275
29825.0,6,0,2014.0,3.97,3.82,3.33,4.19,4.28,2.57,0,1,1,1.0300381794747964,2.089759718621515
58755.0,6,1,2014.0,4.62,4.73,4.27,4.67,4.66,3.54,0,1,1,3.343030256833214,1.2492255455338783
57169.0,6,0,2014.0,4.54,4.6,4.02,4.6,4.9,2.98,0,1,1,2.9514408417391085,1.6502359605882104
36334.0,6,1,2014.0,3.75,3.82,3.14,3.64,4.0,2.81,0,2,2,0.43494761277719757,1.7903236837691312
33829.0,6,1,2014.0,4.62,4.73,4.25,4.52,4.83,3.68,0,1,1,3.4016640737602457,1.4448153959294068
94544.0,6,1,2014.0,3.27,3.56,2.45,2.87,3.66,2.97,1,2,2,-0.9519166148450945,0.9838995779511098
73687.0,6,1,2014.0,4.55,4.47,4.24,4.55,4.72,4.38,0,1,1,3.413337959607552,0.5640308493235721
93621.0,6,1,2014.0,3.45,3.49,2.66,3.19,3.52,2.77,1,2,2,-0.7374860595538528,1.1101849551060838
41187.0,6,1,2014.0,2.97,3.6,2.63,2.54,2.81,2.17,1,0,0,-1.9457364920773206,1.8588104982140654
79248.0,6,1,2014.0,2.99,3.22,2.3,2.7,3.16,2.89,1,0,0,-1.8054713568028897,1.1017595423653495
85272.0,6,1,2014.0,2.88,3.42,2.33,2.45,2.81,3.05,1,0,0,-1.999966825710269,0.8654198014368819
45600.0,6,1,2014.0,3.74,4.0,3.19,3.68,3.39,2.71,0,2,2,0.21988062991909293,1.6742829391187148
24628.0,6,0,2014.0,3.36,3.89,3.07,2.89,2.97,2.88,1,2,2,-0.72841967955689,1.6481104734157026
80844.0,6,1,2014.0,4.2,4.11,3.48,4.31,4.66,2.95,0,1,1,1.8402892979730265,1.3765177951239491
25001.0,6,1,2014.0,3.76,3.87,3.17,3.38,4.24,2.42,0,2,2,0.3371275652120133,2.1514804987847103
53846.0,6,1,2014.0,3.76,3.78,2.9,3.7,4.1,3.75,0,2,2,0.7194647760606702,1.0831316335281398
27786.0,6,1,2014.0,3.86,4.29,3.19,3.71,4.0,3.19,0,2,2,0.9919168147044304,1.6826768160405883
93343.0,6,1,2014.0,3.39,3.73,2.57,2.89,4.1,3.89,1,2,2,-0.11259315282681615,0.5020420739011267
31987.0,6,1,2014.0,3.63,3.64,2.36,4.05,4.17,2.33,0,2,2,-0.07563069907755494,2.2793171089783963
29341.999999999996,6,0,2014.0,3.6,3.67,3.14,3.26,3.65,3.13,0,2,2,-0.01092432069643203,1.5709657081527186
43835.0,6,1,2014.0,4.01,4.04,3.03,4.1,4.52,3.4,0,1,1,1.4093508703316164,1.5106385317076991
71737.0,6,0,2014.0,3.45,3.27,2.9,3.25,4.19,1.88,1,2,2,-0.679298456624292,1.9386178878568845
31199.0,6,0,2014.0,3.85,3.84,2.96,3.86,4.41,2.25,0,2,2,0.5310197887082984,2.2915582339243166
46974.0,6,0,2014.0,4.68,4.8,4.29,4.67,4.93,3.52,0,1,1,3.572851371904017,1.429138611412704
68748.0,6,1,2014.0,2.88,2.42,2.5,2.74,3.48,2.6,1,0,0,-2.152158472471294,1.3691164343205042
52666.0,6,1,2014.0,3.19,3.71,2.55,3.04,3.24,2.01,1,2,2,-1.357020033876143,1.9690762537349502
82832.0,6,1,2014.0,3.79,3.98,3.04,3.91,4.1,2.66,0,2,2,0.6259975062009139,1.440055580420366
40620.0,6,1,2014.0,4.22,3.96,3.72,4.48,4.48,2.71,0,1,1,1.8075009668336888,1.9158421736513607
60454.0,6,1,2014.0,2.71,3.31,2.52,2.35,2.58,3.13,1,0,0,-2.212861080012694,1.0062290247334251
68544.0,6,1,2014.0,3.69,4.16,2.94,3.37,3.68,2.71,0,2,2,0.1309008168314114,1.466990938461345
52469.0,6,0,2014.0,4.46,4.42,3.88,4.57,4.79,4.17,0,1,1,3.0896870971482753,0.9717868092454867
75437.0,6,1,2014.0,4.44,4.53,3.86,4.38,4.76,2.88,0,1,1,2.526377991961131,1.4817117965439777
67693.0,6,1,2014.0,2.81,3.36,2.28,2.52,2.63,2.03,1,0,0,-2.554103343521518,1.6544759211197722
51382.0,6,1,2014.0,2.92,2.96,2.36,2.81,3.19,2.64,1,0,0,-1.9904434235017003,1.5474418050571221
55563.0,6,1,2014.0,3.9,3.58,3.35,3.98,4.17,2.66,0,2,2,0.7201844038768661,1.7013802335650596
85190.0,6,1,2014.0,2.61,3.02,2.24,2.19,2.32,1.98,1,0,0,-3.2637394277769847,1.3964018457555625
91737.0,5,1,2010.0,1.9,2.18,2.53,1.17,1.59,2.89,1,0,0,-4.685814976245325,-2.1975799133800455
25219.0,5,1,2010.0,1.9499999999999997,2.96,1.4700000000000002,0.9699999999999998,1.7799999999999998,3.06,1,0,0,-4.724145613403107,-1.3980209334916716
71274.0,5,1,2010.0,3.77,4.4,3.34,3.62,3.64,3.67,0,2,2,0.9691512305534616,-1.8082728187294332
64984.0,5,1,2011.0,2.24,2.62,2.74,1.3899999999999997,2.04,3.05,1,0,0,-3.652324677912436,-1.2448296284803555
42991.0,5,1,2010.0,4.3,4.0,4.26,4.41,4.59,3.68,0,1,1,2.5297664818535206,-1.4029848584688493
27117.0,5,1,2010.0,1.91,2.53,2.26,1.69,1.54,2.71,1,0,0,-4.451326084631652,-1.2866754600653505
63022.0,5,0,2011.0,2.55,3.15,2.63,1.3399999999999999,2.61,2.27,1,0,0,-3.21128913893308,-0.6271163544918558
38806.0,5,1,2010.0,2.28,2.74,2.51,2.29,1.83,2.59,1,0,0,-3.5233101817352916,-1.2402702965533066
87285.0,5,1,2010.0,2.37,3.21,2.56,1.95,1.66,2.89,1,0,0,-3.3145395858821516,-1.9869064094795974
80766.0,5,1,2010.0,3.99,4.19,3.91,3.69,4.07,2.97,0,1,1,1.3172090858900358,-1.4956041711769898
65201.0,5,0,2010.0,3.88,3.38,4.04,4.14,4.1,3.23,0,1,1,1.18784805135791,-1.4906785672049914
67808.0,5,1,2010.0,3.18,3.45,2.98,2.9,3.31,3.57,1,2,2,-0.7682549301916194,-1.861299690730384
84887.0,5,1,2010.0,4.7,4.83,4.65,4.55,4.69,4.17,0,1,1,3.8110473692679054,-2.115402725527249
86150.0,5,1,2010.0,4.39,4.4,4.4,4.31,4.4,2.5,0,1,1,2.300981902017345,-1.1917004893862062
54478.0,5,1,2010.0,2.55,2.98,2.06,2.45,2.72,2.81,1,0,0,-2.819080125658296,-1.3231758893073886
59738.0,5,1,2010.0,2.91,3.26,2.92,2.52,2.8,2.97,1,0,0,-1.785918035998567,-1.5367143770012313
75310.0,5,0,2010.0,3.15,3.57,3.14,2.66,3.04,3.59,1,2,2,-0.8864629603147267,-2.0334467312660673
42582.0,5,1,2010.0,4.36,4.43,4.28,4.48,4.29,3.13,0,1,1,2.501331898139847,-1.0792036904384346
76998.0,5,0,2010.0,4.73,4.68,4.88,4.55,4.76,2.64,0,1,1,3.3342576633952965,-1.133151411144452
48412.0,5,1,2010.0,3.73,3.98,3.84,3.31,3.62,3.44,0,2,2,0.7281119270676456,-1.5430419611284154
55683.0,5,1,2010.0,2.7,3.32,2.22,2.79,2.55,3.57,1,0,0,-2.058874895016559,-1.7772709134748756
58499.0,5,0,2010.0,4.43,4.3,4.53,4.38,4.5,4.53,0,1,1,3.2023051193828236,-2.112899704428285
67244.0,5,1,2011.0,2.09,3.15,1.88,1.86,1.8,2.63,1,0,0,-3.9808720116266154,-0.8712733269924531
54796.0,5,0,2010.0,3.47,3.26,3.35,3.52,3.79,2.14,1,2,2,-0.4414155392362232,-0.7678346083129771
39708.0,5,1,2010.0,2.2,2.85,1.86,1.6600000000000001,2.29,3.75,1,0,0,-3.5185273482215393,-1.8708859334296615
41932.0,5,0,2010.0,4.78,4.87,4.81,4.66,4.74,3.66,0,1,1,3.8743623675092183,-1.3372063050334722
90694.0,5,1,2010.0,2.81,3.19,2.58,3.06,2.44,3.13,1,0,0,-1.9476444416027434,-1.9244015199858409
66757.0,5,1,2010.0,3.79,4.0,3.33,3.48,4.24,3.61,0,2,2,0.9690761620336307,-1.6739006161611873
53027.0,5,1,2010.0,3.88,3.66,3.84,3.69,4.31,3.33,0,2,2,1.1603225763079408,-1.4004015931647622
24569.0,5,1,2010.0,4.75,4.91,4.7,4.69,4.64,2.32,0,1,1,3.273192702002383,-0.33671899574752834
66662.0,5,0,2010.0,3.27,2.94,3.13,3.72,3.48,3.13,1,2,2,-0.5793000742684928,-1.5105894683126806
73532.0,5,0,2010.0,4.7,4.91,4.67,4.48,4.64,3.89,0,1,1,3.7025917919916487,-1.8363917668122036
80757.0,5,0,2010.0,3.02,2.53,2.7,3.29,3.71,2.92,1,2,2,-1.409287483922567,-1.5298049581822386
71321.0,5,1,2010.0,3.36,3.62,3.02,3.31,3.45,3.33,1,2,2,-0.33259179152685375,-1.6795413362085796
94724.0,5,0,2010.0,3.81,3.55,4.18,3.77,3.72,4.1,0,2,2,1.2543196061295105,-2.440339876963903
44646.0,5,0,2010.0,3.39,2.68,3.45,3.9,3.74,3.67,1,2,2,-0.03200541343938294,-1.5892581454206347
87905.0,5,1,2010.0,3.41,3.89,3.15,3.69,2.98,2.81,1,2,2,-0.3226192807492514,-1.5699302031795195
68313.0,5,1,2010.0,3.67,3.53,3.72,3.55,3.86,4.17,0,2,2,0.8792346332915865,-2.14985747385573
90584.0,5,1,2010.0,3.48,3.51,3.21,3.52,3.71,2.81,1,2,2,-0.16186118364298996,-1.5411501969942922
96676.0,5,1,2010.0,2.55,3.3,2.61,2.06,2.21,3.57,1,0,0,-2.508052111969787,-2.4060340482020064
68321.0,5,1,2010.0,3.43,3.45,3.3,3.48,3.51,2.71,1,2,2,-0.3413558382776845,-1.2870422257042433
78809.0,5,0,2010.0,3.18,3.43,3.13,3.1,3.02,2.41,1,2,2,-1.1869219700338776,-1.3192003403231438
91301.0,5,1,2010.0,2.17,2.36,2.37,2.45,1.7,2.19,1,0,0,-4.044106646244691,-1.5750590534952225
90318.0,5,1,2010.0,3.51,3.87,3.44,3.48,3.22,3.2,0,2,2,0.06581589759803678,-1.8544955419475988
82681.0,5,1,2010.0,3.44,3.83,3.26,2.72,3.7,3.33,1,2,2,-0.1879351907647563,-1.8499417388382997
40720.0,5,1,2010.0,3.03,4.06,2.79,2.68,2.56,3.28,1,0,0,-1.2382854892526933,-1.4718853616650012
32115.0,5,0,2011.0,2.62,2.61,2.44,2.26,3.08,3.2,1,0,0,-2.5149319205901888,-0.6865829677448259
87965.0,5,0,2011.0,4.22,4.32,4.23,3.87,4.14,4.38,0,1,1,2.4038765699275615,-1.754345888374053
95071.0,5,1,2011.0,2.43,2.89,1.84,2.1,2.74,3.33,1,0,0,-3.0408421983357528,-1.431886345735625
72615.0,5,1,2011.0,2.81,3.04,2.65,2.77,2.79,2.5,1,0,0,-2.1805068449890586,-0.6856619949040273
86281.0,5,1,2011.0,3.68,3.72,3.42,3.93,3.71,3.21,0,2,2,0.5877656535226234,-1.034818465599021
34417.0,5,0,2011.0,3.75,3.66,3.74,4.0,3.69,2.5,0,2,2,0.5446478716769904,-0.07866288165492442
91820.0,5,1,2011.0,2.46,2.81,2.43,2.66,2.15,3.3,1,0,0,-2.7734249282985757,-1.4752468894317243
